Бренд;Коллекция;Категория;categoryId;Тип соединения;Фаска;Порода дерева;Селекция;Тон;Конструкция;Разновидность
Техномассив;Authentica;Инженерная доска;20007;шип-паз;четырехсторонняя;Дуб;Рустик;Бежевый;Трехслойная (дуб+дуб+дуб);
Техномассив;Флекс;Инженерная доска;20007;шип-паз;четырехсторонняя;Дуб;Ориджинал;Натуральный;Двухслойная (дуб+дуб);
Lab Arte;Angle;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Натуральный;Двухслойная (дуб+фанера);Английская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Натуральный;Двухслойная (дуб+фанера);Французская
Lab Arte;Chevron;Паркет елка;359;шип-паз;четырехсторонняя;;Рустик;Коричневый;Двухслойная (дуб+фанера);Французская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Селект;Коричневый;Двухслойная (дуб+фанера);Французская
Техномассив;Флекс;Инженерная доска;20007;шип-паз;четырехсторонняя;Дуб;Рустик;Натуральный;Двухслойная (дуб+дуб);
Alpine Floor;Premium XL;Кварц-Виниловый ламинат;335;замковое соединение;четырехсторонняя;;;;;
Alpine Floor;Easy Line;Кварц-Виниловый ламинат;335;На клей к основанию пола;четырехсторонняя;;;;;
Coswick;Таинственный лес;Паркетная доска;20005;шип-паз;четырехсторонняя;Дуб;Черектер;;;
Lab Arte;Geometry;Модульный паркет;359;пазированная;подетально;Дуб;Ориджинал;Темный;Двухслойная (дуб+фанера);
Техномассив;Флекс;Инженерная доска;20007;шип-паз;четырехсторонняя;Дуб;;Натуральный;Двухслойная (дуб+дуб);
Lab Arte;Chevron;Паркет елка;359;шип-паз;четырехсторонняя;Дуб;Рустик;Коричневый;Двухслойная (дуб+фанера);Французская
Coswick;Белые ночи;Модульный паркет;266;шип-паз;подетально;Дуб;Селект энд Бэттер;Светлый;;Модульный паркет
Karelia;Angle;Паркет елка;265;шип-паз;четырехсторонняя;Дуб;Натур;Натуральный;Двухслойная (дуб+фанера);Английская
Lab Arte;Chevron;Паркет елка;359;шип-паз;четырехсторонняя;Дуб;Рустик;Натуральный;Двухслойная (дуб+фанера);Французская
Lab Arte;Authentica;Инженерная доска;20006;шип-паз;четырехсторонняя;Дуб;Рустик;Коричневый;Двухслойная (дуб+фанера);
Техномассив;Флекс;Инженерная доска;20007;шип-паз;четырехсторонняя;Дуб;Ориджинал;Натуральный;Двухслойная (дуб+дуб);
Техномассив;Authentica;Инженерная доска;20007;шип-паз;четырехсторонняя;Дуб;Рустик;Натуральный;Трехслойная (дуб+дуб+дуб);
Техномассив;Флекс;Инженерная доска;20007;шип-паз;четырехсторонняя;Дуб;Рустик;Натуральный;Двухслойная (дуб+дуб);
Lab Arte;Angle;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Натуральный;Двухслойная (дуб+фанера);Английская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Темный;Двухслойная (дуб+фанера);Французская
Lab Arte;Angle;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Рустик;Темный;Двухслойная (дуб+фанера);Английская
Lab Arte;Chevron;Паркет елка;359;шип-паз;четырехсторонняя;;Рустик;Темный;Двухслойная (дуб+фанера);Французская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Селект;Коричневый;Двухслойная (дуб+фанера);Французская
Техномассив;Флекс;Инженерная доска;20007;шип-паз;четырехсторонняя;Дуб;Рустик;Серый;Двухслойная (дуб+дуб);
Alpine Floor;Premium XL;Кварц-Виниловый ламинат;335;замковое соединение;четырехсторонняя;;;;;
